"Url","Drug name:","Company name:","Active Ingredient:","Legal Status:"
"https://www.medicines.org.uk/emc/product/10738/smpc","Gabapentin Brown & Burk 400 mg Capsules, hard","Brown & Burk UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7408/smpc","Gabapentin Accord 400 mg hard capsules","Accord Healthcare Limited ","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7409/smpc","Gabapentin Accord 300 mg hard capsules","Accord Healthcare Limited ","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2870/smpc","Gabapentin Accord 600 mg Film-coated tablets","Accord Healthcare Limited ","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2871/smpc","Gabapentin Accord 800 mg Film-coated tablets","Accord Healthcare Limited ","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4734/smpc","Gabapentin 800 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7410/smpc","Gabapentin Accord 100 mg hard capsules","Accord Healthcare Limited ","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4637/smpc","Gabapentin 400mg Capsules","Accord-UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4123/smpc","Gabapentin 400mg capsules","Aurobindo Pharma - Milpharm Ltd.","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4721/smpc","Gabapentin 600 mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4636/smpc","Gabapentin 300mg Capsules","Accord-UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2360/smpc","Gabapentin 400 mg capsules","Rivopharm UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4122/smpc","Gabapentin 300mg capsules","Aurobindo Pharma - Milpharm Ltd.","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4635/smpc","Gabapentin 100mg Capsules","Accord-UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2361/smpc","Gabapentin 300 mg capsules","Rivopharm UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4121/smpc","Gabapentin 100mg capsules","Aurobindo Pharma - Milpharm Ltd.","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6657/smpc","ellaOne 30 mg tablet","HRA Pharma UK and Ireland Limited","ulipristal acetate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2362/smpc","Gabapentin 100 mg capsules","Rivopharm UK Ltd","gabapentin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9437/smpc","ellaOne 30 mg film-coated tablet","HRA Pharma UK and Ireland Limited","ulipristal acetate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2878/smpc","Eliquis 5 mg film-coated tablets","Bristol-Myers Squibb-Pfizer","apixaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4756/smpc","Eliquis 2.5 mg film-coated tablets","Bristol-Myers Squibb-Pfizer","apixaban","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5266/smpc","Eldisine Powder for Solution for Injection 5mg","Genus Pharmaceuticals","vindesine sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4966/smpc","Elidel 10 mg/g Cream","Mylan","pimecrolimus","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2251/smpc","Eldepryl 5mg Tablets","Orion Pharma (UK) Limited","selegiline hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6627/smpc","Eldepryl 10mg Tablets","Orion Pharma (UK) Limited","selegiline hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9184/smpc","Elaprase 2 mg/ml concentrate for solution for infusion","Shire Pharmaceuticals Limited","idursulfase","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9214/smpc","Elantan LA 25 mg prolonged release capsules","Merus Labs Luxco II S.à R.L.","isosorbide mononitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/9215/smpc","Elantan LA 50 mg prolonged release capsules","Merus Labs Luxco II S.à R.L.","isosorbide mononitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/9260/smpc","Efudix 5% Cream","Mylan","fluorouracil","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2015/smpc","Egg Whole 10,000 DU/ml ODC Solution for skin prick test","Allergy Therapeutics","egg, whole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4302/smpc","Eklira Genuair 322 micrograms inhalation powder","AstraZeneca UK Limited","aclidinium bromide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6652/smpc","Efracea 40mg Modified Release Hard Capsules","Galderma (U.K) Ltd","doxycycline monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7860/smpc","Efient 5 mg film-coated tablets","Daiichi Sankyo UK Limited","prasugrel hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6466/smpc","Efient 10 mg film-coated tablets","Daiichi Sankyo UK Limited","prasugrel hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5943/smpc","Effervescent Calcium Gluconate Tablets BP 1g","Accord-UK Ltd","calcium gluconate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1219/smpc","Efexor XL150 mg hard prolonged release capsules","Pfizer Limited","venlafaxine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5474/smpc","Efexor XL 75 mg hard prolonged release capsules","Pfizer Limited","venlafaxine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5059/smpc","Efexor XL 225mg Capsules","Pfizer Limited","venlafaxine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8912/smpc","Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva 600 mg/200 mg/245 mg film-coated tablets","Zentiva","efavirenz,emtricitabine,tenofovir disoproxil phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9534/smpc","Efavirenz/Emtricitabine/Tenofovir Disoproxil Sandoz 600 mg/ 200 mg/ 245 mg film coated tablets","Sandoz Limited","emtricitabine,efavirenz,tenofovir disoproxil succinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8989/smpc","Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan 600 mg/200 mg/245 mg film-coated tablets","Mylan","emtricitabine,tenofovir disoproxil maleate,efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9129/smpc","Efavirenz/Emtricitabine/Tenofovir disoproxil 600 mg/200 mg/245 mg Film-Coated Tablets","Dr. Reddy's Laboratories (UK) Ltd","efavirenz,emtricitabine,tenofovir disoproxil succinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6934/smpc","Efavirenz Sandoz 600 mg Film-coated Tablets","Sandoz Limited","efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/719/smpc","Efavirenz Mylan 600 mg Film-coated Tablets","Mylan","efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7412/smpc","Efavirenz Accord 600 mg film-coated tablets","Accord Healthcare Limited ","efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7070/smpc","Efavirenz 600mg film-coated tablets","Aurobindo Pharma - Milpharm Ltd.","efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2066/smpc","Efavirenz 600 mg Film-Coated Tablets","Dr. Reddy's Laboratories (UK) Ltd","efavirenz","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1578/smpc","Edronax 4mg Tablets","Pfizer Limited","reboxetine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4968/smpc","Edurant 25 mg tablets","Janssen-Cilag Ltd","rilpivirine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4074/smpc","Edarbi Tablets","Takeda UK Ltd","azilsartan medoxomil potassium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/509/smpc","Eczmol 1% w/w Cream / Cetraben Protect Antimicrobial 1% Cream","Genus Pharmaceuticals","chlorhexidine gluconate solution","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5750/smpc","Econac 100 mg suppositories","ADVANZ Pharma","diclofenac sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2216/smpc","Eccoxolac","Meda Pharmaceuticals ","etodolac","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/454/smpc","ECALTA 100 mg powder for concentrate for solution for infusion","Pfizer Limited","anidulafungin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1702/pil","Ebixa Treatment Initiation Pack","Lundbeck Limited","memantine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2468/smpc","Ebixa 5mg/pump actuation oral solution","Lundbeck Limited","memantine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8220/smpc","Ebixa 20 mg film-coated tablets","Lundbeck Limited","memantine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8222/smpc","Ebixa 10 mg film-coated tablets","Lundbeck Limited","memantine hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6340/smpc","Easyhaler Salbutamol 200mcg","Orion Pharma (UK) Limited","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6339/smpc","Easyhaler Salbutamol 100mcg","Orion Pharma (UK) Limited","salbutamol sulfate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/243/smpc","Easyhaler Budesonide 400mcg","Orion Pharma (UK) Limited","budesonide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/242/smpc","Easyhaler Budesonide 200 mcg","Orion Pharma (UK) Limited","budesonide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/241/smpc","Easyhaler Budesonide 100 mcg","Orion Pharma (UK) Limited","budesonide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/239/smpc","Easyhaler Beclometasone 200 micrograms/dose inhalation powder","Orion Pharma (UK) Limited","beclometasone dipropionate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9013/smpc","EarCalm Spray","Teva UK Limited","acetic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/378/smpc","E45 Itch Relief Cream","Forum Health Products Limited ","urea,lauromacrogols","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6586/smpc","E45 Cream","Forum Health Products Limited ","white soft paraffin,light liquid paraffin,lanolin, anhydrous ","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1682/smpc","Heparin sodium 25,000 I.U./ml Solution for injection or concentrate for solution for infusion (without preservative)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1678/smpc","Heparin sodium 25,000 I.U./ml solution for injection or concentrate for solution for infusion (with preservative)  (PL 29831/0108)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2120/smpc","Heparin sodium 1000 IU/ml ampoule, solution for infusion","Fannin (UK) Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1660/smpc","Heparin Sodium 100 I.U./ml flushing solution for maintenance of patency of intravenous devices (Wockhardt UK Ltd) (PL 29831/0111)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2119/smpc","HEPARIN SODIUM 100 IU/ml I.V. FLUSH SOLUTION","Fannin (UK) Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2118/smpc","Heparin sodium 10 IU/ml IV flush solution","Fannin (UK) Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1680/smpc","Heparin sodium 1,000 I.U./ml Solution for injection or concentrate for solution for infusion (without preservative)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1661/smpc","Heparin Sodium 10 I.U/ml flushing solution for maintenance of patency of intravenous devices (PL 29831/0112)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1679/smpc","Heparin sodium 1,000 I.U./ml solution for injection or concentrate for solution for infusion (with preservative) (PL 29831/0109)","Wockhardt UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6495/smpc","Heparin calcium 25,000 I.U./ml Solution for injection or concentrate for solution for infusion (PL 29831/0104)","Wockhardt UK Ltd","heparin calcium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7419/smpc","Heparin 5,000 I.U./ml Solution for injection (with preservative)","Panpharma UK Ltd","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1575/smpc","Heparin (Mucous ) Injection BP","Leo Laboratories Limited","heparin sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2136/smpc","Hemosol B0 solution for haemodialysis/haemofiltration","Baxter Healthcare Ltd","lactic acid,sodium chloride,sodium hydrogen carbonate,calcium chloride ,magnesium chloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9043/smpc","Hemlibra 150 mg/mL Solution for Injection","Roche Products Limited","emicizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9042/smpc","Hemlibra 30 mg/mL Solution for Injection","Roche Products Limited","emicizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2496/smpc","Heminevrin (Clomethiazole) 31.5 mg/ml Syrup","Cheplapharm Arzneimittel GmbH","clomethiazole edisilate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1084/smpc","Hemabate Sterile Solution","Pfizer Limited","carboprost tromethamine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2495/smpc","Heminevrin (Clomethiazole) 192 mg Capsules","Cheplapharm Arzneimittel GmbH","clomethiazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4860/smpc","Hedrin 4% cutaneous solution","Thornton & Ross Ltd","dimeticone","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3920/smpc","Hedex Extra","Omega Pharma Ltd","paracetamol,caffeine","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3924/smpc","Hedex Tablets","Omega Pharma Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/4901/smpc","Hedrin 4% cutaneous solution (P)","Thornton & Ross Ltd","dimeticone","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5651/smpc","Hc45 Hydrocortisone Cream","Reckitt Benckiser Healthcare (UK) Ltd","hydrocortisone acetate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6250/smpc","Hedex Ibuprofen Tablets","Omega Pharma Ltd","ibuprofen","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1686/smpc","HBVAXPRO 5mcg","Merck Sharp & Dohme Limited","hepatitis b vaccine (rDNA)","POM: Prescription only medicine"
